Year,Month,Location,Latitude,Longitude,Temperature,Rainfall,Precipitation,Mosquito_Density,Cases
2011,2,Whitefield,12.9698,77.7499,34.7,73.1,82.7,82.9,87
2011,2,Koramangala,12.9345,77.6192,33.8,152.5,131.9,174.2,44
2011,2,Jayanagar,12.925,77.5938,26.2,280.3,76.2,165.9,84
2011,2,Malleshwaram,13.0097,77.5649,24.2,89.6,88.0,199.8,38
2011,2,Hebbal,13.0358,77.597,28.1,103.5,82.8,113.3,50
2011,2,Electronic City,12.8445,77.6636,26.8,96.5,28.3,142.5,36
2011,2,BTM Layout,12.9166,77.6101,31.6,13.1,111.7,144.0,43
2011,2,Rajajinagar,12.998,77.5542,32.2,115.8,99.6,165.9,73
2011,2,Marathahalli,12.9563,77.7011,20.6,150.7,88.5,175.2,47
2011,2,Bannerghatta,12.8,77.5771,33.1,132.1,78.9,96.8,46
2011,2,Yeshwanthpur,13.0286,77.5308,29.8,46.3,70.4,194.1,29
2011,3,Indiranagar,12.9784,77.6408,25.1,207.8,97.5,171.8,73
2011,3,Whitefield,12.9698,77.7499,25.7,95.0,107.8,154.3,18
2011,3,Koramangala,12.9345,77.6192,33.1,10.8,10.3,129.9,110
2011,3,Jayanagar,12.925,77.5938,31.2,130.2,14.8,130.4,17
2011,3,Malleshwaram,13.0097,77.5649,33.1,133.1,104.1,181.7,84
2011,3,Hebbal,13.0358,77.597,24.4,112.5,21.8,110.9,60
2011,3,Electronic City,12.8445,77.6636,28.5,237.8,25.5,25.0,69
2011,3,BTM Layout,12.9166,77.6101,23.6,273.8,21.5,97.6,29
2011,3,Rajajinagar,12.998,77.5542,23.8,76.6,1.4,162.9,74
2011,3,Marathahalli,12.9563,77.7011,22.4,132.5,51.8,121.6,32
2011,3,Bannerghatta,12.8,77.5771,29.6,127.3,37.5,170.6,56
2011,3,Yeshwanthpur,13.0286,77.5308,27.2,71.2,85.8,119.2,68
2011,4,Indiranagar,12.9784,77.6408,34.9,88.6,146.7,135.1,46
2011,4,Whitefield,12.9698,77.7499,30.3,223.4,7.4,125.2,75
2011,4,Koramangala,12.9345,77.6192,27.5,271.2,42.9,161.8,35
2011,4,Jayanagar,12.925,77.5938,29.5,186.3,101.7,147.0,38
2011,4,Malleshwaram,13.0097,77.5649,29.9,251.5,94.2,181.6,39
2011,4,Hebbal,13.0358,77.597,26.6,173.9,109.9,27.1,36
2011,4,Electronic City,12.8445,77.6636,24.4,224.2,26.3,35.1,0
2011,4,BTM Layout,12.9166,77.6101,28.0,274.0,124.6,58.8,36
2011,4,Rajajinagar,12.998,77.5542,32.4,144.6,121.0,151.8,44
2011,4,Marathahalli,12.9563,77.7011,34.4,42.2,145.0,173.4,58
2011,4,Bannerghatta,12.8,77.5771,30.9,294.0,145.1,162.9,26
2011,4,Yeshwanthpur,13.0286,77.5308,20.2,161.0,68.2,137.8,76
2011,5,Indiranagar,12.9784,77.6408,30.1,175.4,123.4,188.7,61
2011,5,Whitefield,12.9698,77.7499,20.4,265.3,84.2,183.9,59
2011,5,Koramangala,12.9345,77.6192,23.3,19.0,123.6,182.8,43
2011,5,Jayanagar,12.925,77.5938,22.1,283.9,45.7,103.6,69
2011,5,Malleshwaram,13.0097,77.5649,21.5,266.2,20.3,96.2,34
2011,5,Hebbal,13.0358,77.597,34.2,125.7,111.3,39.4,21
2011,5,Electronic City,12.8445,77.6636,26.2,29.7,73.4,87.5,54
2011,5,BTM Layout,12.9166,77.6101,25.6,133.0,142.6,172.5,48
2011,5,Rajajinagar,12.998,77.5542,21.5,205.7,81.7,195.8,37
2011,5,Marathahalli,12.9563,77.7011,22.8,36.6,127.2,96.4,65
2011,5,Bannerghatta,12.8,77.5771,29.9,192.5,89.6,14.1,53
2011,5,Yeshwanthpur,13.0286,77.5308,21.9,169.4,10.3,155.4,35
2011,6,Indiranagar,12.9784,77.6408,23.1,64.8,130.5,72.4,75
2011,6,Whitefield,12.9698,77.7499,20.0,257.5,21.7,34.7,84
2011,6,Koramangala,12.9345,77.6192,23.8,52.3,99.2,14.9,85
2011,6,Jayanagar,12.925,77.5938,23.6,97.1,26.1,20.0,53
2011,6,Malleshwaram,13.0097,77.5649,31.1,157.8,111.8,100.5,54
2011,6,Hebbal,13.0358,77.597,21.6,151.2,141.8,18.2,26
2011,6,Electronic City,12.8445,77.6636,31.7,260.1,78.2,97.0,56
2011,6,BTM Layout,12.9166,77.6101,27.2,120.5,102.9,103.2,48
2011,6,Rajajinagar,12.998,77.5542,33.6,22.0,12.1,125.6,64
2011,6,Marathahalli,12.9563,77.7011,29.5,164.5,48.8,199.0,56
2011,6,Bannerghatta,12.8,77.5771,28.0,136.1,90.8,28.8,38
2011,6,Yeshwanthpur,13.0286,77.5308,29.8,230.7,108.1,50.9,12
2011,7,Indiranagar,12.9784,77.6408,26.8,68.5,50.8,96.2,42
2011,7,Whitefield,12.9698,77.7499,26.4,199.5,56.1,39.0,54
2011,7,Koramangala,12.9345,77.6192,33.8,20.1,124.8,27.7,76
2011,7,Jayanagar,12.925,77.5938,32.2,166.9,88.0,116.7,68
2011,7,Malleshwaram,13.0097,77.5649,24.9,36.7,53.0,136.4,50
2011,7,Hebbal,13.0358,77.597,30.8,290.5,90.1,76.8,9
2011,7,Electronic City,12.8445,77.6636,28.7,63.8,98.5,52.6,80
2011,7,BTM Layout,12.9166,77.6101,25.5,228.8,86.1,163.4,74
2011,7,Rajajinagar,12.998,77.5542,32.7,292.4,122.8,126.6,47
2011,7,Marathahalli,12.9563,77.7011,33.9,248.8,40.1,44.3,46
2011,7,Bannerghatta,12.8,77.5771,30.5,92.7,51.0,11.2,67
2011,7,Yeshwanthpur,13.0286,77.5308,26.0,42.6,95.0,15.8,31
2011,8,Indiranagar,12.9784,77.6408,31.2,64.5,63.0,74.8,28
2011,8,Whitefield,12.9698,77.7499,31.7,170.3,12.7,20.0,73
2011,8,Koramangala,12.9345,77.6192,22.4,185.4,101.1,61.7,37
2011,8,Jayanagar,12.925,77.5938,26.6,82.0,113.2,31.6,30
2011,8,Malleshwaram,13.0097,77.5649,26.4,85.0,101.8,102.5,46
2011,8,Hebbal,13.0358,77.597,25.9,179.8,1.2,67.3,44
2011,8,Electronic City,12.8445,77.6636,23.2,41.2,38.3,72.3,83
2011,8,BTM Layout,12.9166,77.6101,22.6,114.1,105.6,105.0,51
2011,8,Rajajinagar,12.998,77.5542,32.5,241.9,10.8,173.7,53
2011,8,Marathahalli,12.9563,77.7011,33.8,258.6,86.4,118.9,51
2011,8,Bannerghatta,12.8,77.5771,30.6,125.3,17.3,14.0,33
2011,8,Yeshwanthpur,13.0286,77.5308,29.3,249.6,138.0,26.7,82
2011,9,Indiranagar,12.9784,77.6408,32.7,73.0,88.3,109.6,36
2011,9,Whitefield,12.9698,77.7499,25.1,99.9,25.2,107.0,60
2011,9,Koramangala,12.9345,77.6192,21.7,153.0,135.9,76.4,44
2011,9,Jayanagar,12.925,77.5938,32.2,70.9,22.0,47.5,13
2011,9,Malleshwaram,13.0097,77.5649,29.0,228.1,98.3,43.7,53
2011,9,Hebbal,13.0358,77.597,31.3,228.0,67.3,185.6,26
2011,9,Electronic City,12.8445,77.6636,28.5,190.6,93.7,174.2,42
2011,9,BTM Layout,12.9166,77.6101,21.0,132.7,45.4,62.2,41
2011,9,Rajajinagar,12.998,77.5542,20.8,152.2,46.6,95.9,85
2011,9,Marathahalli,12.9563,77.7011,21.2,259.3,128.3,126.9,63
2011,9,Bannerghatta,12.8,77.5771,27.6,138.8,83.1,160.4,67
2011,9,Yeshwanthpur,13.0286,77.5308,32.1,195.6,48.2,100.4,36
2011,10,Indiranagar,12.9784,77.6408,22.3,18.6,15.5,180.8,32
2011,10,Whitefield,12.9698,77.7499,27.6,51.8,37.2,93.2,76
2011,10,Koramangala,12.9345,77.6192,26.6,156.8,23.8,80.8,45
2011,10,Jayanagar,12.925,77.5938,25.1,179.4,118.4,133.0,70
2011,10,Malleshwaram,13.0097,77.5649,21.0,28.4,101.8,64.0,45
2011,10,Hebbal,13.0358,77.597,33.6,262.0,50.0,120.7,21
2011,10,Electronic City,12.8445,77.6636,22.1,104.9,145.2,142.7,29
2011,10,BTM Layout,12.9166,77.6101,34.1,92.9,56.5,160.4,66
2011,10,Rajajinagar,12.998,77.5542,32.2,201.0,124.3,150.4,40
2011,10,Marathahalli,12.9563,77.7011,29.7,127.0,54.3,78.9,27
2011,10,Bannerghatta,12.8,77.5771,22.7,64.3,142.2,102.4,51
2011,10,Yeshwanthpur,13.0286,77.5308,21.2,253.3,15.2,156.5,60
2011,11,Indiranagar,12.9784,77.6408,32.5,265.1,5.7,74.0,51
2011,11,Whitefield,12.9698,77.7499,25.7,48.7,124.7,156.5,39
2011,11,Koramangala,12.9345,77.6192,32.1,49.7,65.7,88.1,43
2011,11,Jayanagar,12.925,77.5938,26.7,85.5,112.3,95.3,36
2011,11,Malleshwaram,13.0097,77.5649,28.0,92.8,121.3,99.1,59
2011,11,Hebbal,13.0358,77.597,34.2,295.3,69.3,63.5,33
2011,11,Electronic City,12.8445,77.6636,25.7,158.2,144.9,165.2,53
2011,11,BTM Layout,12.9166,77.6101,23.8,192.4,131.1,115.4,39
2011,11,Rajajinagar,12.998,77.5542,21.5,253.8,127.7,64.2,51
2011,11,Marathahalli,12.9563,77.7011,33.6,44.2,65.6,189.8,34
2011,11,Bannerghatta,12.8,77.5771,23.3,135.3,52.4,15.1,72
2011,11,Yeshwanthpur,13.0286,77.5308,23.5,298.4,56.2,15.4,57
2011,12,Indiranagar,12.9784,77.6408,34.0,251.8,97.5,160.4,60
2011,12,Whitefield,12.9698,77.7499,32.4,208.8,20.8,144.1,62
2011,12,Koramangala,12.9345,77.6192,26.7,1.6,11.9,58.6,62
2011,12,Jayanagar,12.925,77.5938,30.9,158.3,16.7,64.7,28
2011,12,Malleshwaram,13.0097,77.5649,24.5,14.3,63.0,160.8,40
2011,12,Hebbal,13.0358,77.597,33.6,179.0,2.5,107.9,52
2011,12,Electronic City,12.8445,77.6636,23.6,43.1,64.4,126.8,51
2011,12,BTM Layout,12.9166,77.6101,30.0,25.7,146.2,22.9,70
2011,12,Rajajinagar,12.998,77.5542,27.9,152.2,148.2,115.3,32
2011,12,Marathahalli,12.9563,77.7011,29.5,294.3,38.0,13.1,64
2011,12,Bannerghatta,12.8,77.5771,31.8,103.4,109.9,129.4,54
2011,12,Yeshwanthpur,13.0286,77.5308,25.0,13.3,81.9,164.6,17
2012,1,Indiranagar,12.9784,77.6408,22.6,233.7,69.7,142.1,25
2012,1,Whitefield,12.9698,77.7499,20.9,232.9,68.7,65.8,23
2012,1,Koramangala,12.9345,77.6192,20.7,59.8,6.3,187.3,0
2012,1,Jayanagar,12.925,77.5938,28.1,76.0,113.0,46.3,44
2012,1,Malleshwaram,13.0097,77.5649,25.4,234.3,129.9,73.1,63
2012,1,Hebbal,13.0358,77.597,33.3,223.0,134.2,83.5,63
2012,1,Electronic City,12.8445,77.6636,34.6,148.9,74.6,185.6,14
2012,1,BTM Layout,12.9166,77.6101,30.9,23.7,90.4,166.2,45
2012,1,Rajajinagar,12.998,77.5542,28.2,96.4,12.0,135.6,40
2012,1,Marathahalli,12.9563,77.7011,26.4,206.9,52.7,18.0,75
2012,1,Bannerghatta,12.8,77.5771,33.1,105.8,149.7,62.2,98
2012,1,Yeshwanthpur,13.0286,77.5308,21.1,191.3,54.5,162.2,43
2012,2,Indiranagar,12.9784,77.6408,30.2,285.8,21.4,125.4,51
2012,2,Whitefield,12.9698,77.7499,21.0,233.6,54.9,82.7,44
2012,2,Koramangala,12.9345,77.6192,28.5,181.5,101.9,190.3,26
2012,2,Jayanagar,12.925,77.5938,28.6,158.8,59.7,133.4,74
2012,2,Malleshwaram,13.0097,77.5649,23.7,34.0,110.4,104.8,30
2012,2,Hebbal,13.0358,77.597,23.9,78.1,66.9,199.3,66
2012,2,Electronic City,12.8445,77.6636,24.3,274.9,73.7,33.3,63
2012,2,BTM Layout,12.9166,77.6101,33.5,133.5,13.2,139.6,32
2012,2,Rajajinagar,12.998,77.5542,32.7,95.9,52.1,22.3,9
2012,2,Marathahalli,12.9563,77.7011,32.8,213.5,139.1,131.2,38
2012,2,Bannerghatta,12.8,77.5771,31.9,152.6,18.2,48.2,72
2012,2,Yeshwanthpur,13.0286,77.5308,20.4,166.2,55.3,162.7,77
2012,3,Indiranagar,12.9784,77.6408,28.3,183.6,12.9,68.8,81
2012,3,Whitefield,12.9698,77.7499,27.9,230.7,123.5,24.0,49
2012,3,Koramangala,12.9345,77.6192,34.6,192.7,67.5,139.2,27
2012,3,Jayanagar,12.925,77.5938,31.7,191.9,27.3,193.6,83
2012,3,Malleshwaram,13.0097,77.5649,26.5,273.2,8.3,33.6,56
2012,3,Hebbal,13.0358,77.597,24.8,212.8,51.9,188.8,59
2012,3,Electronic City,12.8445,77.6636,33.4,253.8,37.6,130.7,40
2012,3,BTM Layout,12.9166,77.6101,24.5,160.0,75.4,42.0,46
2012,3,Rajajinagar,12.998,77.5542,34.1,46.3,98.8,146.9,19
2012,3,Marathahalli,12.9563,77.7011,28.5,247.6,4.3,18.6,26
2012,3,Bannerghatta,12.8,77.5771,29.6,173.0,97.7,155.7,25
2012,3,Yeshwanthpur,13.0286,77.5308,27.5,188.1,43.5,191.8,64
2012,4,Indiranagar,12.9784,77.6408,27.2,241.4,102.7,66.5,56
2012,4,Whitefield,12.9698,77.7499,26.6,145.3,30.6,125.3,53
2012,4,Koramangala,12.9345,77.6192,24.7,215.5,110.1,173.5,60
2012,4,Jayanagar,12.925,77.5938,25.6,168.5,47.9,98.6,48
2012,4,Malleshwaram,13.0097,77.5649,24.0,74.4,14.5,65.1,29
2012,4,Hebbal,13.0358,77.597,23.7,259.6,24.0,72.2,68
2012,4,Electronic City,12.8445,77.6636,28.7,93.8,114.5,104.7,26
2012,4,BTM Layout,12.9166,77.6101,24.6,7.0,141.8,106.0,47
2012,4,Rajajinagar,12.998,77.5542,34.5,64.5,52.9,19.6,8
2012,4,Marathahalli,12.9563,77.7011,29.8,141.2,80.5,171.0,51
2012,4,Bannerghatta,12.8,77.5771,26.5,264.7,109.1,155.1,36
2012,4,Yeshwanthpur,13.0286,77.5308,28.6,58.4,83.0,24.0,65
2012,5,Indiranagar,12.9784,77.6408,27.6,229.3,42.0,197.9,45
2012,5,Whitefield,12.9698,77.7499,34.6,118.2,119.2,74.4,40
2012,5,Koramangala,12.9345,77.6192,34.1,226.5,29.9,106.7,43
2012,5,Jayanagar,12.925,77.5938,22.1,99.9,71.1,96.8,49
2012,5,Malleshwaram,13.0097,77.5649,29.1,154.7,49.2,126.5,81
2012,5,Hebbal,13.0358,77.597,31.1,89.8,50.5,167.4,102
2012,5,Electronic City,12.8445,77.6636,28.0,212.6,45.0,165.0,29
2012,5,BTM Layout,12.9166,77.6101,34.7,175.1,119.5,147.8,72
2012,5,Rajajinagar,12.998,77.5542,30.3,8.0,71.2,193.7,57
2012,5,Marathahalli,12.9563,77.7011,28.7,216.4,87.5,42.4,16
2012,5,Bannerghatta,12.8,77.5771,29.4,185.9,126.2,38.1,47
2012,5,Yeshwanthpur,13.0286,77.5308,34.2,33.0,2.8,69.6,45
2012,6,Indiranagar,12.9784,77.6408,22.3,207.2,61.6,157.2,85
